"","1","match_greened_date","greened_id","vacant_id"
"4091","13484","2016-03-01",6060,17502
"4093","12132","2016-03-01",6062,81824
"4094","12733","2016-09-01",6063,749595
"4095","9380","2016-09-01",6064,875761
"4096","12792","2016-09-01",6065,749598
"4097","9437","2016-09-01",6066,171362
"4098","7426","2016-03-01",6068,1614
"4099","8603","2016-03-01",6069,1316446
"4100","8847","2014-09-01",6072,707832
"4101","18320","2016-03-01",6073,835242
"4102","10771","2016-03-01",6074,714578
"4103","13370","2016-03-01",6075,1074204
"4104","10243","2016-03-01",6076,71531
"4106","17908","2016-03-01",6078,780119
"4107","16107","2016-03-01",6080,1046687
"4109","13366","2016-03-01",6082,470503
"4110","9321","2016-03-01",6083,121854
"4112","8363","2016-03-01",6086,78921
"4113","11994","2016-03-01",6087,1315469
"4115","9416","2016-03-01",6089,984028
"4116","16168","2016-03-01",6090,1309314
"4117","19336","2016-03-01",6091,897820
"4118","21004","2016-03-01",6093,263094
"4119","8698","2016-03-01",6095,1210962
"4120","15208","2016-03-01",6096,173041
"4121","18200","2016-03-01",6097,251963
"4122","15032","2016-03-01",6098,701169
"4123","15918","2016-03-01",6099,957797
"4124","18073","2016-03-01",6100,339903
"4125","18195","2016-03-01",6101,868357
"4126","8987","2014-09-01",6102,1147986
"4127","9035","2014-09-01",6103,1148002
"4128","12448","2011-03-01",6115,93829
"4129","21274","2016-03-01",6118,495246
"4133","13693","2010-03-01",6122,510241
"4136","18229","2010-03-01",6125,378218
"4137","21222","2010-03-01",6126,1230807
"4139","13702","2010-03-01",6128,1215652
"4140","14745","2010-03-01",6129,66648
"4145","8353","2012-09-01",6134,774089
"4146","15929","2012-09-01",6135,1045577
"4147","15877","2012-09-01",6136,76990
"4148","15913","2012-09-01",6137,1221649
"4149","16034","2012-09-01",6138,781346
"4150","8290","2012-09-01",6139,211361
"4152","17910","2012-09-01",6142,1220483
"4153","15982","2012-09-01",6143,428672
"4154","13553","2012-09-01",6144,208180
"4158","8615","2012-09-01",6149,960510
"4159","9529","2012-09-01",6150,1335862
"4160","18091","2016-03-01",6151,692194
"4161","7071","2011-03-01",6152,270112
"4163","12026","2011-03-01",6154,526152
"4164","19362","2011-03-01",6155,17285
"4165","14845","2011-03-01",6156,1366181
"4167","9782","2011-03-01",6158,1123189
"4168","18471","2011-03-01",6159,331287
"4169","8425","2016-03-01",6163,1135530
"4170","9927","2016-03-01",6164,406876
"4171","21130","2016-03-01",6165,1112710
"4172","11486","2016-03-01",6166,259126
"4174","18240","2013-03-01",6169,378221
"4175","16972","2008-03-01",6170,1170655
"4177","5939","2017-09-01",6172,255161
"4178","9479","2016-03-01",6173,330403
"4180","19448","2016-03-01",6175,358630
"4182","8443","2016-09-01",6178,1356057
"4183","13101","2016-09-01",6179,926518
"4184","11768","2016-09-01",6181,1101639
"4185","8492","2016-03-01",6182,1179705
"4186","18535","2016-09-01",6183,332052
"4190","5332","2016-03-01",6189,1381103
"4192","12170","2016-03-01",6191,603031
"4197","8395","2012-09-01",6196,872371
"4198","18323","2012-09-01",6197,747145
"4200","10374","2013-09-01",6199,247857
"4201","9251","2015-09-01",6200,826120
"4202","13264","2016-03-01",6203,572684
"4203","11328","2016-03-01",6204,749355
"4204","13510","2016-03-01",6207,133498
"4205","8944","2016-03-01",6208,330625
"4206","8963","2016-03-01",6212,223253
"4207","15879","2016-09-01",6227,1237275
"4208","14481","2016-03-01",6228,22537
"4209","12199","2016-03-01",6229,526176
"4210","12893","2016-03-01",6236,484970
"4211","13363","2016-03-01",6237,257722
"4212","13403","2016-09-01",6238,426903
"4213","12259","2016-03-01",6239,821433
"4214","12853","2016-03-01",6240,766395
"4215","13754","2016-03-01",6241,256765
"4216","9900","2016-03-01",6243,380354
"4217","11081","2016-03-01",6244,312643
"4218","6485","2016-03-01",6246,678519
"4219","9509","2016-03-01",6247,242225
"4220","8131","2016-03-01",6248,1400942
"4221","9575","2016-03-01",6249,682481
"4222","12112","2016-03-01",6250,1349516
"4223","8160","2016-03-01",6251,520027
"4224","12901","2016-03-01",6252,661825
"4225","11856","2016-03-01",6253,1394597
"4226","13456","2016-03-01",6254,1229833
"4227","9681","2016-03-01",6255,1190182
"4228","13614","2016-09-01",6257,1318976
"4229","14487","2016-03-01",6259,198358
"4230","16596","2016-03-01",6262,1062960
"4231","12980","2016-09-01",6263,702667
"4233","17979","2016-03-01",6266,251817
"4234","7454","2016-03-01",6267,520002
"4235","21395","2016-09-01",6268,109148
"4236","13957","2016-09-01",6269,485022
"4237","17091","2016-09-01",6270,906677
"4238","17081","2016-09-01",6271,400590
"4239","12418","2016-03-01",6273,93828
"4240","6443","2016-03-01",6274,1286009
"4241","5303","2016-09-01",6276,302396
"4242","13118","2016-03-01",6277,898809
"4243","13261","2016-03-01",6278,986793
"4244","9745","2016-03-01",6279,1313416
"4245","12210","2016-03-01",6281,150476
"4246","21327","2016-03-01",6282,437915
"4247","17186","2016-03-01",6283,1060091
"4248","5698","2016-03-01",6284,1020346
"4249","12174","2016-03-01",6285,1043904
"4250","19643","2016-03-01",6286,1016127
"4251","16754","2016-03-01",6287,1015272
"4252","13411","2016-03-01",6288,1166781
"4253","12624","2016-03-01",6289,940543
"4254","20219","2016-03-01",6290,874096
"4255","12615","2016-03-01",6291,533066
"4256","12631","2016-03-01",6293,133458
"4257","20664","2016-09-01",6309,609200
"4258","16041","2014-09-01",6310,1221714
"4259","12274","2016-03-01",6312,1031052
"4260","21391","2016-03-01",6313,901793
"4261","13204","2016-03-01",6314,809608
"4262","9524","2016-03-01",6315,645110
"4263","19629","2016-03-01",6317,1191556
"4264","9693","2016-03-01",6318,344261
"4265","16672","2016-03-01",6319,117642
"4266","11696","2014-09-01",6320,48356
"4267","19953","2016-03-01",6321,912581
"4268","17232","2016-03-01",6322,360088
"4269","12533","2016-03-01",6324,1028460
"4270","12700","2016-09-01",6325,1326315
"4271","8880","2016-09-01",6326,1139706
"4272","19633","2016-03-01",6327,1103939
"4273","19938","2016-03-01",6328,963317
"4274","18275","2016-03-01",6329,1258808
"4275","18287","2016-03-01",6330,378267
"4276","6700","2016-09-01",6332,1286680
"4277","12487","2016-03-01",6333,13845
"4278","9813","2016-09-01",6334,292620
"4279","20404","2016-03-01",6335,1064465
"4280","10372","2008-03-01",6338,386738
"4281","10345","2008-03-01",6340,1355417
"4282","8994","2016-03-01",6353,171310
"4283","9018","2016-03-01",6354,1139708
"4284","9069","2016-03-01",6355,259337
"4285","8941","2016-03-01",6356,875708
"4286","8818","2016-03-01",6357,1139705
"4287","9888","2016-03-01",6358,610942
"4288","20875","2016-03-01",6359,976399
"4289","20908","2016-03-01",6360,609445
"4290","20934","2016-03-01",6361,359616
"4291","9371","2016-03-01",6362,1013884
"4292","12602","2016-09-01",6363,1070581
"4293","13158","2016-09-01",6365,747819
"4294","11988","2014-09-01",6366,482575
"4295","12043","2016-03-01",6367,362067
"4296","6270","2016-03-01",6368,748551
"4297","6203","2016-03-01",6371,1276564
"4298","8722","2016-03-01",6373,347398
"4299","8348","2016-03-01",6374,710054
"4300","19508","2016-03-01",6375,1211850
"4301","5989","2016-03-01",6376,605583
"4302","12782","2016-03-01",6377,13858
"4303","12894","2016-03-01",6378,1024112
"4304","8764","2016-09-01",6379,610933
"4305","20365","2016-09-01",6381,359795
"4306","8536","2016-09-01",6396,445242
"4307","10465","2010-03-01",6397,827454
"4308","10456","2010-03-01",6398,159874
"4309","8035","2007-09-01",6399,960880
"4310","11997","2007-09-01",6400,1374775
"4311","9357","2016-03-01",6401,434693
"4312","20940","2016-03-01",6402,538193
"4313","7682","2016-03-01",6403,239736
"4314","8778","2016-03-01",6404,963767
"4315","5937","2016-03-01",6405,1222415
"4316","5888","2016-03-01",6406,605581
"4317","9504","2016-09-01",6407,484307
"4318","9203","2016-09-01",6408,434692
"4319","8838","2016-03-01",6409,699418
"4320","12795","2016-03-01",6411,13686
"4321","11712","2016-03-01",6412,1368880
"4322","12107","2016-03-01",6413,1210504
"4323","10098","2016-09-01",6414,739712
"4324","20091","2016-03-01",6415,736037
"4325","11810","2016-09-01",6416,929153
"4326","11831","2016-09-01",6417,400023
"4327","10435","2016-09-01",6418,1074214
"4328","8580","2016-03-01",6419,1136431
"4329","10430","2016-09-01",6420,959678
"4331","18222","2016-09-01",6422,306658
"4333","12290","2016-09-01",6424,1298151
"4334","8511","2016-09-01",6425,797922
"4336","18159","2016-09-01",6427,1132613
"4337","18326","2016-03-01",6428,1363456
"4339","10189","2016-03-01",6430,45555
"4340","20376","2016-03-01",6431,535063
"4341","20382","2016-03-01",6432,7747
"4342","12654","2016-03-01",6433,837722
"4343","5800","2016-03-01",6435,782728
"4344","6059","2016-03-01",6438,608270
"4345","10162","2014-09-01",6440,221439
"4346","12568","2016-09-01",6444,323727
"4347","12889","2016-09-01",6445,268033
"4348","8819","2016-03-01",6447,884051
"4349","8396","2016-03-01",6449,606878
"4350","8510","2016-03-01",6450,1324504
"4351","8457","2016-03-01",6451,167397
"4352","8275","2016-09-01",6454,1049911
"4353","12345","2016-03-01",6455,1158446
"4354","8923","2016-03-01",6457,83180
"4355","9911","2016-03-01",6458,699423
"4356","9573","2016-03-01",6459,229790
"4357","9608","2016-03-01",6460,581378
"4358","9632","2016-03-01",6461,846273
"4359","5799","2016-03-01",6462,253744
"4360","5848","2016-03-01",6463,958534
"4361","15895","2016-03-01",6464,766668
"4364","12981","2016-03-01",6468,1190274
"4365","5177","2016-03-01",6469,154174
"4366","12441","2016-03-01",6472,533041
"4367","12910","2016-03-01",6473,45602
"4368","21328","2016-03-01",6474,525973
"4369","12863","2016-03-01",6477,484902
"4370","13569","2016-03-01",6478,824698
"4372","8200","2016-03-01",6480,697068
"4373","13591","2016-03-01",6481,1190170
"4374","13299","2016-03-01",6482,18316
"4375","20368","2016-03-01",6483,857523
"4376","9893","2016-03-01",6484,55276
"4377","9862","2016-03-01",6485,1199938
"4378","11762","2016-03-01",6486,897942
"4380","8445","2016-03-01",6492,1034036
"4381","9446","2016-03-01",6493,661731
"4382","15692","2016-03-01",6495,1186251
"4383","8291","2016-03-01",6496,504608
"4384","13240","2016-03-01",6497,1352864
"4385","18681","2016-03-01",6498,227773
"4386","15618","2016-03-01",6499,833995
"4387","13216","2016-03-01",6500,737188
"4388","14146","2016-09-01",6501,145760
"4389","9143","2016-09-01",6502,330457
"4390","12686","2007-09-01",6505,749566
"4391","12612","2007-09-01",6506,133452
"4392","5261","2016-03-01",6508,51310
"4395","10547","2016-03-01",6511,423272
"4396","13076","2016-03-01",6512,735288
"4398","9440","2016-03-01",6514,1247794
"4399","13008","2016-03-01",6515,45671
"4400","12644","2016-09-01",6516,1380187
"4401","7357","2016-09-01",6517,972110
"4402","15214","2016-09-01",6518,805970
"4403","16256","2016-09-01",6519,12799
"4404","16413","2016-09-01",6520,981263
"4406","8265","2016-03-01",6522,1400978
"4407","19442","2016-03-01",6523,887172
"4411","9889","2016-03-01",6527,896067
"4413","8462","2016-03-01",6529,1145771
"4415","16153","2016-03-01",6531,782391
"4416","8364","2016-03-01",6532,695977
"4418","9384","2016-03-01",6534,609170
"4419","11033","2016-03-01",6535,934509
"4421","18332","2016-03-01",6537,218388
"4422","13489","2016-03-01",6539,1365806
"4423","12801","2016-09-01",6541,1014310
"4424","15308","2016-09-01",6542,1158144
"4425","5988","2016-03-01",6543,77861
"4426","7437","2016-03-01",6544,156040
"4427","8429","2014-09-01",6545,149127
"4428","13262","2016-09-01",6546,119157
"4429","13188","2014-09-01",6547,406715
"4431","10483","2016-03-01",6549,247864
"4433","18467","2016-03-01",6551,683410
"4434","11485","2016-03-01",6553,1224743
"4436","8383","2016-03-01",6556,1004286
"4437","5082","2016-03-01",6557,598953
"4438","10805","2016-03-01",6558,256114
"4440","10279","2016-03-01",6561,573044
"4441","13006","2016-03-01",6562,485035
"4444","17848","2016-03-01",6565,339952
"4445","14988","2016-03-01",6566,173039
"4446","18097","2016-03-01",6567,251869
"4447","15010","2016-03-01",6568,1141453
"4448","14880","2016-03-01",6570,987828
"4450","21304","2016-03-01",6578,583306
"4451","12955","2016-03-01",6579,1102597
"4452","21247","2016-03-01",6580,495245
"4453","21175","2016-03-01",6581,55799
"4454","13700","2010-03-01",6582,69161
"4456","9493","2010-03-01",6584,297457
"4458","20071","2010-03-01",6586,1138997
"4459","7890","2010-03-01",6587,1400061
"4460","9255","2010-03-01",6588,154548
"4461","10039","2012-09-01",6589,776077
"4462","10226","2012-09-01",6590,1304263
"4463","8412","2010-03-01",6591,1092399
"4464","11524","2012-09-01",6593,660792
"4465","11205","2012-09-01",6594,129496
"4466","15977","2012-09-01",6595,1309582
"4467","15989","2012-09-01",6597,1045585
"4468","8314","2012-09-01",6598,1038435
"4469","18197","2012-09-01",6599,75914
"4470","18185","2012-09-01",6600,515224
"4471","19389","2012-09-01",6601,12241
"4472","4787","2012-09-01",6603,1303649
"4473","13263","2012-09-01",6607,220318
"4474","13423","2012-09-01",6608,31133
"4475","9916","2012-09-01",6609,720972
"4476","9319","2012-09-01",6611,888408
"4478","10304","2012-09-01",6614,661785
"4479","11706","2016-03-01",6615,193267
"4480","8250","2016-03-01",6616,1004234
"4481","16056","2012-09-01",6617,693326
"4484","9240","2011-03-01",6620,154547
"4485","19872","2011-03-01",6621,385904
"4489","21253","2011-03-01",6625,805066
"4492","13684","2016-09-01",6629,1037961
"4494","13716","2011-03-01",6631,903077
"4496","9683","2011-03-01",6633,682484
"4497","13224","2016-03-01",6634,484553
"4499","17387","2016-03-01",6636,1005127
"4500","18261","2016-03-01",6637,923657
"4502","18245","2013-03-01",6641,818766
"4503","12900","2016-03-01",6642,783684
"4505","9238","2012-09-01",6644,209536
"4508","9284","2012-09-01",6647,385363
"4510","11179","2012-09-01",6649,568848
"4512","13534","2012-09-01",6651,120363
"4513","18501","2012-09-01",6653,531340
"4514","10785","2012-09-01",6654,1224673
"4515","10526","2012-09-01",6655,1216407
"4517","18108","2016-03-01",6659,427367
"4518","9262","2012-09-01",6665,561234
"4520","15875","2016-09-01",6683,924763
"4521","15840","2016-09-01",6684,1100871
"4522","15846","2016-09-01",6685,660088
"4523","13283","2016-03-01",6687,722511
"4524","6501","2016-03-01",6688,1206801
"4525","12349","2016-03-01",6690,513615
"4526","10665","2016-03-01",6691,644891
"4527","15818","2016-03-01",6692,847042
"4528","11293","2016-03-01",6693,1022473
"4529","13895","2016-03-01",6694,344829
"4530","9650","2016-03-01",6695,1277902
"4531","12952","2016-03-01",6696,397343
"4532","9569","2016-03-01",6697,168144
"4533","15336","2016-03-01",6698,365472
"4534","11690","2016-03-01",6699,872010
"4535","19403","2016-03-01",6700,836948
"4536","6314","2016-09-01",6701,169418
"4537","11237","2016-09-01",6702,119383
"4539","19631","2016-09-01",6706,398641
"4540","12606","2016-09-01",6707,1222339
"4541","14521","2016-03-01",6708,340661
"4542","13233","2016-03-01",6709,1338657
"4543","9758","2016-09-01",6710,229793
"4544","12916","2016-03-01",6712,437974
"4545","9861","2016-03-01",6713,581379
"4546","14544","2016-03-01",6714,399400
"4547","5183","2016-03-01",6715,1386387
"4548","7381","2016-03-01",6716,984466
"4549","6479","2016-03-01",6717,1017742
"4550","12251","2016-03-01",6718,791209
"4551","11327","2016-03-01",6719,397397
"4552","16953","2016-03-01",6720,642109
"4553","13278","2016-03-01",6722,721720
"4554","19592","2016-03-01",6725,803556
"4555","5763","2016-03-01",6726,148682
"4556","19396","2016-03-01",6727,1276769
"4557","18293","2016-03-01",6728,465860
"4558","16142","2016-03-01",6729,292289
"4559","5699","2016-03-01",6732,148615
"4560","12596","2016-03-01",6733,499048
"4561","19945","2016-03-01",6734,1000526
"4562","20178","2016-03-01",6735,912620
"4563","20196","2016-03-01",6736,119882
"4564","12664","2016-03-01",6737,445334
"4565","6465","2016-09-01",6743,573010
"4566","11375","2016-09-01",6745,220205
"4567","15919","2016-09-01",6747,618926
"4568","10995","2016-03-01",6749,522149
"4569","17937","2016-03-01",6750,65720
"4570","14553","2016-03-01",6751,1396738
"4571","17892","2016-03-01",6752,1396117
"4572","18001","2016-03-01",6753,780018
"4573","20167","2016-03-01",6754,1314033
"4574","20290","2016-09-01",6755,1328325
"4575","12677","2016-09-01",6756,93859
"4576","12984","2016-09-01",6757,891252
"4577","9790","2016-09-01",6759,259298
"4578","12166","2016-03-01",6760,789950
"4579","13987","2016-03-01",6761,220985
"4580","21375","2016-03-01",6762,1230787
"4581","17599","2016-03-01",6763,1301722
"4582","12094","2016-03-01",6764,549016
"4583","8233","2016-03-01",6765,1033984
"4584","6389","2016-03-01",6766,589694
"4585","16311","2016-03-01",6767,182240
"4586","16291","2016-03-01",6768,1326549
"4587","5864","2016-09-01",6769,693995
"4588","18189","2014-09-01",6770,868356
"4589","18208","2016-03-01",6772,1132516
"4590","19769","2016-09-01",6773,207713
"4591","20390","2016-09-01",6774,95700
"4592","9447","2016-09-01",6775,770486
"4593","9589","2016-09-01",6776,556505
"4594","8909","2016-03-01",6784,963768
"4595","8956","2016-03-01",6785,1403321
"4596","8729","2016-03-01",6786,963870
"4597","8440","2014-09-01",6787,886287
"4598","8381","2014-09-01",6788,1150176
"4599","8309","2014-09-01",6789,797921
"4600","18192","2016-03-01",6790,1396081
"4601","12761","2014-09-01",6791,1246049
"4602","12737","2014-09-01",6792,453095
"4603","21058","2016-03-01",6793,875292
"4604","8695","2016-03-01",6795,259332
"4605","6326","2016-03-01",6797,259184
"4606","13190","2016-03-01",6798,825349
"4607","20979","2016-03-01",6799,1331324
"4608","6225","2016-03-01",6800,925136
"4609","6026","2016-03-01",6801,925815
"4610","6100","2016-03-01",6802,220153
"4611","8411","2016-03-01",6804,886285
"4612","5960","2016-03-01",6805,1046324
"4613","8746","2016-09-01",6807,787419
"4614","8716","2016-09-01",6808,610975
"4615","8791","2016-09-01",6809,1051718
"4616","13430","2016-03-01",6824,255087
"4617","13172","2016-03-01",6825,913680
"4618","20897","2016-03-01",6826,1176781
"4619","15055","2016-03-01",6827,41412
"4620","6302","2016-03-01",6828,699327
"4621","6350","2016-03-01",6829,522303
"4622","7430","2016-03-01",6830,239731
"4623","15035","2016-03-01",6831,1273606
"4624","19618","2016-03-01",6833,390376
"4625","8469","2016-09-01",6834,93762
"4626","12126","2016-03-01",6835,131399
"4627","12734","2016-03-01",6837,1380189
"4628","20107","2016-03-01",6838,1176448
"4629","20420","2016-03-01",6839,534906
"4630","10230","2016-09-01",6840,45556
"4631","8215","2016-09-01",6841,621624
"4632","8736","2016-03-01",6842,787418
"4633","15577","2016-03-01",6843,219894
"4634","8707","2016-03-01",6844,32662
"4635","13208","2016-03-01",6846,558541
"4636","10127","2016-03-01",6847,864299
"4637","9903","2016-03-01",6849,494741
"4638","13433","2016-03-01",6850,913042
"4640","17915","2014-09-01",6852,868457
"4641","13226","2014-09-01",6860,395265
"4642","15221","2016-09-01",6861,717902
"4643","13199","2016-03-01",6862,924433
"4644","7412","2016-03-01",6865,1205637
"4645","13377","2016-03-01",6866,847585
"4646","9059","2016-03-01",6867,442981
"4647","8365","2016-03-01",6868,343289
"4648","8468","2016-03-01",6869,1060745
"4649","8559","2016-03-01",6870,783374
"4650","7307","2016-03-01",6871,972106
